stt,question,answer
50,"Đối với các gói thầu sử dụng vốn đầu tư công, nhà thầu chính có quyền giao
100% công việc của hợp đồng đã ký kết với bên giao thầu cho nhà thầu phụ
không?
a. Có
b. Không
c. Tùy thuộc vào tình hình cụ thể và nhà thầu chính quyết định
d. Do bên giao thầu và bên nhận thầu thỏa thuận",B 
51,"Theo quy định của pháp luật Xây dựng hiện hành, nhà thầu nào có trách nhiệm
lập biện pháp an toàn cho người và thiết bị thi công công trình trên công
trường xây dựng?
a. Nhà thầu thiết kế
b. Nhà thầu thi công xây dựng
c. Chủ đầu tư
d. Tư vấn giám sát thi công xây dựng",B 
52,"Hồ sơ trình thẩm định báo cáo nghiên cứu khả thi đầu tư xây dựng không bao
gồm tài liệu nào dưới đây?
a. Tờ trình thẩm định báo cáo nghiên cứu khả thi
b. Thiết kế cơ sở của dự án
c. Thiết kế kỹ thuật của dự án
d. Giấy tờ liên quan đến đất đai",C 
53,"Công tác nào sau đây không nằm trong giai đoạn thực hiện dự án đầu tư xây
dựng?
a. Thẩm định, phê duyệt thiết kế bản vẽ thi công và dự toán
b. Lựa chọn nhà thầu thi công xây dựng
c. Thẩm định, phê duyệt dự án
d. Nghiệm thu công việc xây dựng",C 
54,"Đối với các bộ, cơ quan ở trung ương: Ban quản lý dự án chuyên ngành, Ban
quản lý dự án khu vực được thành lập theo tiêu chí nào sau đây?
a. Phù hợp với các chuyên ngành thuộc lĩnh vực quản lý
b. Theo yêu cầu về xây dựng cơ sở vật chất, hạ tầng tại các vùng, khu vực
c. Đáp án a hoặc b
d. Đáp án a và b",C 
55,"Trường hợp thuê tư vấn quản lý dự án thì nhiệm vụ, quyền hạn của tư vấn
QLDA do ai quyết định?
a. Do chủ đầu tư thông qua hợp đồng
b. Do pháp luật quy định
c. Do người quyết định đầu tư
d. Cấp trên của tổ chức tư vấn quản lý dự án",A 
56,"Theo quy định của pháp luật xây dựng hiện hành, hợp đồng xây dựng không có
hình thức nào dưới đây?
a. Hợp đồng trọn gói
b. Hợp đồng theo tỷ lệ %
c. Hợp đồng theo đơn giá điều chỉnh
d. Hợp đồng theo đơn giá cố định",B 
57,"Trong quá trình thực hiện hợp đồng, bên nhận thầu có được thay đổi người đại
diện quản lý thực hiện hợp đồng không?
a. Có
b. Không
c. Có nhưng phải được sự chấp thuận của bên giao thầu
d. Cả a, b và c đều không đúng",C 
58,"Nguyên tắc và trình tự giải quyết tranh chấp hợp đồng xây dựng được quy định
như thế nào sau đây?
a. Tôn trọng các thỏa thuận hợp đồng và các cam kết trong quá trình thực hiện
hợp đồng, bảo đảm bình đẳng và hợp tác;
b. Các bên hợp đồng có trách nhiệm tự thương lượng giải quyết tranh chấp.
Trường hợp các bên hợp đồng không tự thương lượng được thì tranh chấp
được giải quyết thông qua hòa giải, trọng tài thương mại hoặc tòa án theo quy
định của pháp luật.
c. Đáp ứng cả a và b
d. Không cần đáp ứng nhũng yêu cầu trên",C 
59,"Những cá nhân nào dưới đây không bắt buộc phải có chứng chỉ hành nghề hoạt
động xây dựng?
a. Chủ nhiệm thiết kế xây dựng công trình
b. Chủ trì thiết kế bộ môn trong công trình xây dựng
c. Cá nhân giám sát thi công của nhà thầu thi công xây dựng
d. Cán bộ tư vấn giám sát thi công xây dựng",C 
60,"Chủ nhiệm thiết kế xây dựng hạng I phải đáp ứng các điều kiện gì?
a. Có trình độ đại học thuộc chuyên ngành phù hợp
b. Có thời gian làm công tác thiết kế xây dựng tối thiểu 7 năm
c. Đã làm chủ nhiệm thiết kế phần việc thuộc lĩnh vực phù hợp ít nhất 01 công
trình từ cấp I trở lên hoặc 02 công trình từ cấp II trở lên
d. Cả a, b và c",D 
61,"Chủ thể nào sau đây có trách nhiệm lập bản vẽ hoàn công công trình?
a. Chủ đầu tư
b. Nhà thầu thiết kế xây dựng
c. Nhà thầu thi công xây dựng
d. Nhà thầu tư vấn giám sát thi công xây dựng",C 
62,"Chủ thể nào có trách nhiệm lập tiến độ chi tiết thi công xây dựng công trình?
a. Chủ đầu tư
b. Nhà thầu thiết kế xây dựng công trình
c. Nhà thầu thi công xây dựng công trình
d. Nhà thầu tư vấn giám sát thi công xây dựng",C 
63,"Đối với công trình xây dựng sử dụng vốn đầu tư công, công trình xây dựng sử
dụng vốn nhà nước ngoài đầu tư công, chủ đầu tư thẩm định thiết kế xây dựng
triển khai sau thiết kế cơ sở đối với các nội dung nào sau đây?
a. Sự đáp ứng yêu cầu của thiết kế xây dựng với nhiệm vụ thiết kế, quy định tại
hợp đồng thiết kế và quy định của pháp luật có liên quan;
b. Sự phù hợp của thiết kế xây dựng với yêu cầu về dây chuyền và thiết bị công
nghệ (nếu có);
c. Việc lập dự toán xây dựng công trình; sự phù hợp của giá trị dự toán xây
dựng công trình với giá trị tổng mức đầu tư xây dựng; xác định giá trị dự toán
xây dựng công trình.
d. Bao gồm tất cả các nội dung ở trên",D 
64,"Số bước thiết kế xây dựng do ai quyết định?
a. Người quyết định đầu tư khi phê duyệt dự án
b. Chủ đầu tư khi triển khai thực hiện dự án
c. Tổ chức tư vấn khi lập dự án đầu tư xây dựng
d. Cả 3 phương án trên đều sai",A 
65,"Chủ thể nào có trách nhiệm thực hiện bảo hành công trình xây dựng?
a. Chủ đầu tư xây dựng công trình
b. Nhà thầu thi công xây dựng công trình
c. Nhà thầu thiết kế xây dựng công trình
d. Cả 3 phương án trên đầu đúng",B 
66,"Việc điều chỉnh dự án sử dụng vốn khác phải đảm bảo yêu cầu nào sau đây?
a. Các yêu cầu về quy hoạch
b. Các yêu cầu về an toàn, bảo vệ môi trường
c. Các yêu cầu về phòng, chống cháy, nổ, quốc phòng, an ninh
d. Cả 3 phương án a, b và c",D 
67,"Dự án đầu tư xây dựng sử dụng vốn đầu tư công được xem xét điều chỉnh
trong những trường hợp nào?
a. Do ảnh hưởng của thiên tai, sự cố môi trường, địch họa, hỏa hoạn và các yếu
tố bất khả kháng khác
b. Xuất hiện yếu tố mang lại hiệu quả cao hơn cho dự án khi đã được chủ đầu
tư chứng minh về hiệu quả tài chính, kinh tế - xã hội do việc điều chỉnh dự án
mang lại
c. Khi quy hoạch xây dựng thay đổi có ảnh hưởng trực tiếp tới dự án
d. Cả a, b và c",D 
68,"Theo quy định của pháp luật về môi trường, những loại dự án nào phải lập báo
cáo đánh giá tác động môi trường?
a. Dự án quan trọng quốc gia
b. Dự án đầu tư xây dựng đô thị mới, khu dân cư tập trung
c. Dự án khai thác, sử dụng nước dưới đất và tài nguyên thiên nhiên có quy mô
lớn
d. Cả a, b và c",D 
69,"Trường hợp công việc được xác định rõ về số lượng, khối lượng, thời gian thực
hiện ngắn thì áp dụng hình thức hợp đồng nào là hợp lý nhất?
a. Hợp đồng trọn gói
b. Hợp đồng theo đơn giá
c. Hợp đồng theo thời gian
d. Hợp đồng theo đơn giá cố định",A 
70,"Trường hợp công việc chưa đủ điều kiện để xác định chính xác về số lượng
hoặc khối lượng thì nên áp dụng hình thức hợp đồng nào là thích hợp nhất?
a. Hợp đồng trọn gói
b. Hợp đồng theo đơn giá cố định
c. Hợp đồng theo thời gian
d. Hợp đồng theo tỷ lệ phần trăm",B 
71,"Bên giao thầu có quyền chấm dứt hợp đồng trong các trường hợp nào sau đây?
a. Bên nhận thầu bị phá sản hoặc Bên nhận thầu không thực hiện công việc
theo hợp đồng 45 ngày liên tục mà không có lý do
b. Bên nhận thầu chuyển nhượng lợi ích của hợp đồng xây dựng cho bên khác
mà không có nêu trong hợp đồng đã ký kết
c. Bao gồm các đáp án a và b
d. Việc chấm dứt hợp đồng là do bên giao thầu quyết định",C 
72,"Theo quy định của pháp luật về xây dựng, bản vẽ thiết kế xây dựng trong hồ sơ
đề nghị cấp giấy phép xây dựng là bản vẽ của bước thiết kế nào?
a. Thiết kế cơ sở
b. Thiết kế kỹ thuật hoặc thiết kế bản vẽ thi công đã được thẩm định, phê duyệt
theo quy định
c. Thiết kế bản vẽ thi công đã được thẩm định, phê duyệt
d. Một trong phương án a, b hoặc c",B 
73,"Khi khởi công xây dựng công trình yêu cầu phải có các điều kiện nào dưới
đây?
a. Có mặt bằng xây dựng để bàn giao toàn bộ hoặc từng phần theo tiến độ xây
dựng
b. Có thiết kế bản vẽ thi công của hạng mục công trình, công trình khởi công
đã được phê duyệt
c. Đáp ứng cả điều kiện nêu tại a và b
d. Chỉ cần đáp ứng điều kiện a hoặc b",C 
74,"Ai có thẩm quyền phê duyệt điều chỉnh dự án đầu tư xây dựng?
a. Người quyết định đầu tư
b. Chủ đầu tư
c. Ban quản lý dự án
d. Cơ quan quản lý nhà nước có thẩm quyền",A 
75,"Cơ quan chuyên môn về xây dựng là cơ quan nào?
a. Cơ quan chuyên môn thuộc Bộ Xây dựng
b. Cơ quan chuyên môn thuộc Bộ Giao thông vận tải, Bộ Công thương, Bộ
Nông nghiệp và phát triển nông thôn
c. Các Sở Xây dựng, Sở Giao thông vận tải, Sở Công thương, Sở Nông nghiệp
và phát triển nông thôn
d. Bao gồm cả a, b và c",D 
76,"Theo quy định của Luật Xây dựng, công tác thẩm định là việc kiểm tra, đánh
giá của ai?
a. Người quyết định đầu tư, chủ đầu tư, cơ quan chuyên môn về xây dựng
b. Cơ quan chuyên môn của người quyết định đầu tư
c. Người quyết định đầu tư, chủ đầu tư
d. Tổ chức tư vấn có đủ điều kiện năng lực hoạt động xây dựng",A 
77,"Đối với dự án sử dụng vốn đầu tư công, người quyết định đầu tư có thể giao
đơn vị nào sau đây làm chủ đầu tư ?
a. Ban quản lý dự án đầu tư xây dựng chuyên ngành, Ban quản lý dự án đầu tư
xây dựng khu vực;
b. Cơ quan, tổ chức có kinh nghiệm, năng lực quản lý;
c. Đáp án a và b đúng
d. Đơn vị được giao khai thác vận hành công trình",C 
78,"Việc điều chỉnh dự án đầu tư xây dựng sử dụng vốn đầu tư công đã được phê
duyệt do ai quyết định?
a. Người quyết định đầu tư
b. Chủ đầu tư
c. Cơ quan chuyên môn về xây dựng
d. Bao gồm cả a, b và c",A 
79,"Ban quản lý dự án đầu tư xây dựng một dự án là tổ chức như thế nào sau đây ?
a. Là tổ chức trực thuộc chủ đầu tư
b. Được sử dụng con dấu riêng, được mở tài khoản tại kho bạc nhà nước hoặc
ngân hàng thương mại
c. Chịu trách nhiệm trước pháp luật và chủ đầu tư về hoạt động quản lý dự án
của mình.
d. Bao gồm tất cả những nội dung trên",D 
80,"Trong quá trình lập dự án đầu tư xây dựng, tổ chức tư vấn lập dự án có các
nghĩa vụ gì?
a. Thực hiện theo nội dung hợp đồng đã được ký kết với chủ đầu tư
b. Chịu trách nhiệm về chất lượng công việc theo hợp đồng đã được ký kết;
c. Bồi thường thiệt hại khi sử dụng thông tin, tài liệu, tiêu chuẩn, quy chuẩn kỹ
thuật, giải pháp kỹ thuật, tổ chức quản lý không phù hợp và vi phạm hợp đồng
làm thiệt hại cho chủ đầu tư
d. Bao gồm a, b và c",D 
81,"Hồ sơ của hợp đồng xây dựng gồm các tài liệu nào dưới đây?
a. Văn bản thông báo trúng thầu hoặc chỉ định thầu
b. Các bản vẽ thiết kế và chỉ dẫn kỹ thuật (nếu có), Biên bản đàm phán hợp
đồng
c. Bao gồm đáp án a và b
d. Không cần các tài liệu quy định tại a và b",C 
82,"Hợp đồng xây dựng có hiệu lực pháp lý khi đáp ứng các điều kiện nào sau
đây?
a. Người tham gia ký kết có đầy đủ năng lực hành vi dân sự;
b. Đáp ứng các nguyên tắc ký kết hợp đồng theo quy định
c. Hình thức hợp đồng bằng văn bản và được ký kết bởi người đại diện đúng
thẩm quyền theo pháp luật của các bên tham gia hợp đồng. Trường hợp một
bên tham gia hợp đồng là tổ chức thì bên đó phải ký tên, đóng dấu theo quy
định của pháp luật.
d. Cần đáp ứng đầy đủ các điều kiện ở trên",D 
83,"Đối với dự án đầu tư xây dựng sử dụng vốn đầu tư công thì Báo cáo nghiên
cứu tiền khả thi đầu tư xây dựng được lập theo quy định nào?
a. Pháp luật về xây dựng
b. Pháp luật về đầu tư công
c. Pháp luật về xây dựng và pháp luật về đầu tư công
d. Pháp luật về đầu tư công, pháp luật về đầu tư, pháp luật xây dựng",C 
84,"Hội đồng thẩm định hoặc đơn vị được giao nhiệm vụ thẩm định dự án PPP
thẩm định Báo cáo nghiên cứu khả thi dự án PPP theo quy định của pháp luật
nào sau đây ?
a. Pháp luật về đầu tư xây dựng
b. Pháp luật về đầu tư theo phương thức đối tác công tư
c. Pháp luật về đầu tư công
d. Pháp luật về đầu tư và đầu tư công",B 
85,"Việc quyết định đầu tư xây dựng của người quyết định đầu tư được thể hiện tại
quyết định phê duyệt dự án đầu tư xây dựng, không bao gồm nội dung nào sau
đây ?
a. Tổ chức tư vấn lập Báo cáo nghiên cứu khả thi (Báo cáo kinh tế - kỹ thuật)
đầu tư xây dựng, tổ chức lập khảo sát xây dựng (nếu có); tổ chức tư vấn lập
thiết kế cơ sở;
b. Địa điểm xây dựng và diện tích đất sử dụng;
c. Phương án lựa chọn nhà thầu;
d. Loại, nhóm dự án; loại, cấp công trình chính; thời hạn sử dụng theo thiết kế
của công trình chính;",C 
86,"Cơ quan chuyên môn về xây dựng từ chối tiếp nhận hồ sơ trình thẩm định Báo
cáo nghiên cứu khả thi đầu tư xây dựng trong trường hợp nào sau đây?
a. Trình thẩm định không đúng với thẩm quyền của cơ quan chuyên môn về
xây dựng hoặc người đề nghị thẩm định không đúng thẩm quyền theo quy định
b. Không thuộc đối tượng phải thẩm định tại cơ quan chuyên môn về xây dựng
theo quy định
c. Hồ sơ trình thẩm định không bảo đảm về tính pháp lý hoặc không hợp lệ
theo quy định
d. Tất cả các trường hợp trên",D 
87,"Trong trường hợp thuê tư vấn quản lý dự án, chủ đầu tư có trách nhiệm như thế
nào là đúng sau đây ?
a. Giám sát việc thực hiện hợp đồng tư vấn quản lý dự án;
b. Xử lý các vấn đề có liên quan giữa tổ chức tư vấn quản lý dự án với các nhà
thầu trong quá trình thực hiện dự án;
c. Giám sát việc thực hiện hợp đồng của các nhà thầu thi công và giám sát thi
công
d. Xử lý các vấn đề có liên quan giữa tổ chức tư vấn quản lý dự án với chính
quyền địa phương trong quá trình thực hiện dự án;",A 
88,"Cá nhân đề nghị cấp chứng chỉ hành nghề hoạt động xây dựng yêu cầu phải
đáp ứng các điều kiện chung gì?
a. Có đủ năng lực hành vi dân sự theo quy định của pháp luật
b. Có trình độ chuyên môn được đào tạo, thời gian và kinh nghiệm tham gia
công việc phù hợp với nội dung đề nghị cấp chứng chỉ hành nghề và phải đạt
kết quả sát hạch theo quy định
c. Bao gồm a và b
d. Chỉ cần đạt được kết quả sát hạch theo quy định là đủ",C 
89,"Tổ chức đề nghị cấp chứng chỉ năng lực hoạt động xây dựng yêu cầu phải đáp
ứng các điều kiện gì?
a. Những cá nhân chủ chốt của tổ chức phải có chứng chỉ hành nghề phù hợp
với lĩnh vực và hạng năng lực mà tổ chức đề nghị cấp chứng chỉ năng lực
b. Tổ chức đã thực hiện công việc tương tự loại, cấp công trình
c. Phải có thời gian tham gia hoạt động xây dựng tối thiểu 3 năm
d. Đáp ứng cả điều kiện a và b ở trên",D 
90,"Nhà thầu phụ phải chịu trách nhiệm với ai về công việc do mình thực hiện?
a. Chủ đầu tư
b. Thầu chính hoặc tổng thầu
c. Chủ đầu tư và thầu chính hoặc tổng thầu
d. Chịu trách nhiệm với ai là căn cứ vào các điều khoản cam kết trong hợp
đồng xây dựng",B 
91,"Trường hợp phải thuê thầu phụ để thực hiện một số phần việc trong hợp đồng
đã ký kết với chủ đầu tư thì cần phải có chấp thuận của ai?
a. Người quyết định đầu tư
b. Chủ đầu tư
c. người quyết định đầu tư hoặc chủ đầu tư tùy thuộc vào từng gói thầu
d. Không cần phải có sự chấp thuận của cơ quan, tổ chức nào",B 
92,"Bảo đảm thực hiện hợp đồng xây dựng phải được nộp cho bên giao thầu khi
nào?
a. Trước thời điểm hợp đồng có hiệu lực
b. Sau khi hợp đồng được ký kết
c. Trước khi khởi công xây dựng công trình
d. Bao gồm cả a, b và c",A 
93,"Bảo đảm thực hiện hợp đồng của nhà thầu thi công xây dựng có hiệu lực đến
khi nào?
a. Đến khi nhà thầu đã hoàn thành các nghĩa vụ theo hợp đồng
b. Sau khi chủ đầu tư đã nhận được bảo đảm bảo hành của nhà thầu
c. Đáp án a hoặc b do hai bên thỏa thuận trong hợp đồng
d. Sau khi công việc theo hợp đồng đã hoàn thành bàn giao chủ chủ đầu tư",C 
94,"Cá nhân không có chứng chỉ hành nghề được tham gia các hoạt động xây dựng
theo quy định nào sau đây là đúng?
a. Được tham gia các hoạt động xây dựng thuộc lĩnh vực phù hợp với chuyên
ngành được đào tạo, phù hợp với quy định của Bộ luật Lao động
b. Không được hành nghề độc lập, không được đảm nhận chức danh theo quy
định phải có chứng chỉ hành nghề.
c. Tuân thủ cả quy định a và b
d. Được tham gia các hoạt động xây dựng đối với những dự án nhóm C, công
trình cấp II trở xuống",C 
95,"Theo quy định của pháp luật xây dựng, cá nhân khi thực hiện các hoạt động
xây dựng nào sau đây không cần phải có chứng chỉ hành nghề ?
a. Thiết kế, giám sát hệ thống thông tin liên lạc, viễn thông trong công trình
b. Thiết kế, giám sát thi công hệ thống kết cấu công trình xây dựng
c. Không nội dung nào ở trên
d. Cả a và b đúng",A 
96,"Tổ chức hoạt động xây dựng mới được thành lập có những cá nhân có chứng
chỉ hành nghề hạng 1 phù hợp với lĩnh vực mà tổ chức đề nghị cấp chứng chỉ
năng lực hoạt động xây dựng, nhưng chưa ký hợp đồng để thực hiện bất kể
công việc gì trong hoạt động đầu tư xây dựng thì có được cấp chứng chỉ năng
lực hoạt động xây dựng hạng 1 không?
a. Có
b. Không
c. Có, nhưng chỉ được xem cấp chứng chỉ hành năng lực cho lĩnh vực định giá
xây dựng
d. Có, nhưng chỉ được xem cấp chứng chỉ hành năng lực cho các lĩnh vực giám
sát thi công xây dựng, kiểm định xây dựng",B 
97,"Bước thiết kế công trình xây dựng nào mới đủ điều kiện để khởi công xây
dựng công trình?
a. Thiết kế cơ sở
b. Thiết kế kỹ thuật
c. Thiết kế bản vẽ thi công
d. Một trong ba bước thiết kế trên đều được",C 
98,"Đô thị được định nghĩa như thế nào theo Luật Quy hoạch đô thị và nông thôn?
a. Nơi sinh sống của cộng đồng dân cư chủ yếu hoạt động trong lĩnh vực nông
nghiệp
b. Nơi tập trung dân cư sinh sống có mật độ cao và chủ yếu hoạt động trong
lĩnh vực phi nông nghiệp; là trung tâm chính trị, hành chính, kinh tế, văn hóa
hoặc chuyên ngành, có vai trò thúc đẩy phát triển kinh tế - xã hội của quốc gia
hoặc một vùng lãnh thổ
c. Một khu vực chức năng trong đô thị, bao gồm các công trình hạ tầng xã hội
d. Nơi sinh sống của cộng đồng dân cư với mật độ thấp, chủ yếu hoạt động
trong lĩnh vực lâm nghiệp.",B 
99,"Khu dân cư nông thôn được định nghĩa như thế nào theo Luật Quy hoạch đô
thị và nông thôn?
a. Là nơi tập trung sinh sống của các hộ gia đình chủ yếu hoạt động trong lĩnh
vực phi nông nghiệp
b. Là nơi cư trú tập trung của các hộ gia đình gắn kết với nhau trong sản xuất,
sinh hoạt và các hoạt động xã hội khác trong phạm vi một khu vực nhất định ở
nông thôn, được hình thành do điều kiện tự nhiên, kinh tế - xã hội và hạ tầng
kỹ thuật
c. Là nơi sinh sống của cộng đồng dân cư chủ yếu hoạt động trong lĩnh vực
công nghiệp
d. Là một khu chức năng thuộc phạm vi đô thị",B 
100,"Không gian đô thị, nông thôn được định nghĩa như thế nào theo Luật Quy
hoạch đô thị và nông thôn?
a. Không gian trên mặt đất tại các khu đô thị và khu vực nông thôn
b. Không gian trên mặt đất và dưới mặt đất tại các đô thị, nông thôn, không
bao gồm không gian dưới nước
c. Không gian trên mặt đất, dưới mặt đất, dưới nước tại đô thị, nông thôn
d. Không gian xây dựng các công trình hạ tầng kỹ thuật và xã hội tại đô thị",C 
101,"Chỉ tiêu kinh tế - kỹ thuật trong quy hoạch được định nghĩa như thế nào?
a. Là các chỉ tiêu được xác định để phát triển kinh tế, không liên quan đến kỹ
thuật
b. Là các chỉ tiêu được dự báo, xác định, lựa chọn trong quy hoạch làm cơ sở
đề xuất các phương án, giải pháp quy hoạch gồm quy mô dân số, lao động, quy
mô đất đai, các chỉ tiêu về hạ tầng kỹ thuật, hạ tầng xã hội và môi trường
c. Là các chỉ tiêu dự kiến phát triển hạ tầng kỹ thuật và kinh tế mà không phụ
thuộc vào các yếu tố xã hội
d. Là các chỉ tiêu tập trung vào quy mô dân số và quy mô đất đai",B 
